--- scanner 0 ---
-587,-291,-962
817,-608,377
-368,788,712
-556,-394,529
-503,558,-474
-497,-333,-848
723,963,-893
-691,660,-473
-528,624,-563
566,383,560

--- scanner 6 ---
798,-555,436
-604,-897,-416
619,325,712
753,406,-711
101,-17,170
51,-136,2
-642,272,-722
-599,373,-772
-527,-832,-504
-532,491,451
-612,-748,860
-449,510,549
-622,273,-805
694,-724,-541
-612,-754,931
-645,-675,822
558,443,750
561,470,-749
-511,475,655
-543,-951,-543
794,-653,527
617,274,770
610,-630,-456
619,431,-738
820,-499,546
562,-640,-556

--- scanner 7 ---
479,542,709
-673,-467,238
673,720,-704
-534,704,314
647,672,-922
-614,848,-695
-938,-526,-493
-86,17,-20
-393,704,289
-902,-519,-547
456,-414,286
549,-447,-612
13,91,-150
431,-325,234
575,-453,-692
601,-450,-681
-461,803,242
-564,755,-675
583,646,708
-859,-564,-497
-623,608,-719
532,752,717
370,-489,296
587,600,-778
-628,-327,236
-665,-325,230

--- scanner 8 ---
-743,443,-573
-751,653,-520
744,501,-465
878,700,546
-609,-501,802
647,-549,-451
115,-13,88
658,-552,-477
-330,-588,-682
-659,-402,863
567,-531,513
-320,-513,-596
-454,574,501
670,621,-379
-742,547,-469
-631,-344,845
812,-532,539
-18,-135,33
-268,-424,-621
602,-561,524
-517,570,490
724,728,514
708,707,475
-671,555,439
578,-546,-503
888,573,-405

--- scanner 9 ---
705,-503,604
-335,-443,849
680,-530,616
652,665,746
732,-509,-465
-280,699,-557
570,695,768
-327,-606,-518
-719,425,838
822,647,-472
-309,-523,-623
59,-49,30
585,-560,-504
726,-604,766
-309,-689,-683
-661,388,843
-308,-564,802
742,550,-366
-339,758,-721
594,-516,-507
-251,780,-536
-679,295,781
701,570,-560
522,679,792
-334,-506,795

--- scanner 10 ---
-493,-738,481
626,420,-605
25,-161,-88
-343,582,748
359,747,865
446,-807,-469
867,-703,489
-24,-20,30
285,716,774
814,-714,670
-828,-960,-523
462,-855,-445
-360,728,861
-595,335,-767
-647,-713,543
-520,-690,543
-415,628,729
-821,-795,-424
-520,357,-631
-640,249,-633
-847,-832,-399
590,330,-768
287,750,646
476,-725,-491
836,-572,580
692,331,-580

--- scanner 11 ---
493,603,-940
-843,573,457
-120,-99,-113
-914,573,451
440,-656,-798
-568,747,-793
419,-631,-841
433,565,308
577,489,-919
-529,-859,706
560,504,254
-578,-811,-581
573,-601,565
-419,-837,650
558,-733,481
-551,-733,-618
-446,-660,-591
473,-649,575
-570,601,-753
466,516,-944
-510,-833,552
-805,606,530
470,-635,-955
-644,742,-738
521,488,373

--- scanner 12 ---
531,-441,734
-551,359,-671
-497,443,-626
-411,494,778
-22,154,-76
537,-661,-363
-582,-580,400
588,857,-415
481,-668,-440
-757,-603,-823
-551,-631,512
48,40,58
-373,383,780
833,716,748
459,-711,-401
-406,541,816
-770,-525,-830
912,556,755
388,-410,812
399,-412,604
-415,472,-684
346,849,-411
861,640,837
-748,-667,-765
517,837,-425
-439,-568,520

--- scanner 13 ---
-361,818,515
719,504,826
573,566,-588
596,429,-697
-580,-842,-629
-556,774,553
798,399,836
-568,-722,-486
-447,753,626
640,-405,814
383,-462,-420
494,-464,-458
528,511,-688
-441,-508,484
556,-487,865
-410,-430,341
716,-494,786
-631,-730,-598
711,387,672
-412,-638,352
541,-426,-453
-637,725,-609
53,-73,-91
-712,739,-650
-515,781,-610

--- scanner 14 ---
-432,-626,437
921,-462,-535
-1,130,-22
925,-435,-622
-547,738,358
-450,-589,388
-273,-529,-634
900,-546,-649
662,633,679
576,650,722
-672,796,422
554,-749,369
-549,836,-532
734,601,-537
-494,-681,281
-491,889,443
-476,874,-565
651,-678,480
649,768,710
-470,945,-565
719,675,-396
-327,-402,-573
-392,-490,-650
663,-675,370
774,599,-391

--- scanner 15 ---
-160,0,108
-418,691,790
537,-727,-364
-465,650,-664
-478,657,848
373,734,-508
516,854,-496
656,810,723
592,-666,733
508,821,735
-534,576,763
497,-769,-561
-89,116,-25
-454,442,-666
-647,-669,598
496,-713,-439
606,-789,881
-739,-741,-629
454,817,757
485,742,-445
-569,-584,479
-597,520,-635
-666,-762,-520
-628,-806,-715
-605,-460,611
513,-733,870

--- scanner 16 ---
-499,-680,-324
676,-527,841
286,640,838
661,-549,-468
733,-642,871
-535,-640,710
-506,-738,-350
-87,-100,23
408,626,778
766,-522,-541
-821,857,-492
261,511,750
-140,43,158
-586,738,730
634,-512,-390
709,-703,784
683,775,-342
-826,854,-557
-593,616,765
-685,-714,664
-452,-801,-351
-569,632,629
-910,864,-450
-697,-741,689
793,719,-364
702,621,-368

--- scanner 17 ---
666,-576,-800
336,505,-903
-644,-890,276
-664,574,-931
798,-547,-670
19,-1,-124
-370,-698,-507
660,-796,297
-845,221,630
285,421,-821
738,-846,335
-413,-653,-457
680,702,359
-599,-750,278
809,-545,-878
-334,-691,-453
-653,467,-796
-787,241,538
-803,335,540
851,714,345
364,581,-814
716,-803,374
-607,-892,270
-812,458,-912
-81,-171,5
609,722,349

--- scanner 18 ---
604,810,-643
74,-73,-108
748,-417,-719
-528,-769,-419
-384,-687,330
-596,358,-427
711,846,481
608,-674,447
708,-684,495
-554,585,420
621,-363,-658
660,-482,-642
762,732,477
623,-590,579
-529,-877,-373
-396,611,501
715,835,-670
-430,543,503
-710,-772,-377
-637,429,-568
-533,-752,298
741,689,502
-491,-604,259
-663,387,-590
688,831,-757
-49,74,-11

--- scanner 19 ---
-845,545,-570
638,-861,612
-470,-704,782
-754,456,817
-897,-444,-763
724,-926,723
673,530,886
529,747,-246
-752,565,-620
522,693,-282
-132,-85,77
675,322,897
-907,-498,-737
-795,-424,-671
39,46,-18
-839,537,873
567,743,-325
580,-684,-321
-605,521,-561
518,-751,-274
-602,-580,746
-589,-789,704
529,-882,685
644,400,754
583,-602,-342
-781,571,933

--- scanner 20 ---
685,561,-454
729,-658,-594
-812,-563,560
-375,718,400
20,-185,106
-851,-599,733
-116,-15,73
-858,708,-597
-744,-616,566
-411,630,470
-838,-601,-614
751,-688,520
579,722,370
617,-607,-625
692,595,-656
-852,-526,-573
-914,719,-504
609,-670,-737
-397,549,384
696,573,-602
589,699,440
794,-790,564
704,-633,575
-894,-723,-613
404,696,388
-791,571,-518

--- scanner 21 ---
-855,800,771
655,848,580
-620,-565,-666
-362,515,-925
-109,-88,-80
38,64,-142
694,-445,-719
-800,-678,370
-799,-582,-760
609,867,-679
-476,605,-883
659,-458,-780
751,875,-687
532,-389,606
-382,607,-867
662,771,636
-812,-595,-625
-843,786,600
423,-414,582
749,869,-724
-768,-746,302
-863,796,529
782,-431,-726
705,810,658
-817,-706,349
528,-431,599

--- scanner 22 ---
-859,707,534
-652,-885,854
-885,649,527
734,638,-540
501,555,415
-122,17,38
598,-630,-379
-741,518,-633
729,-614,500
565,-557,-341
685,-515,540
782,-509,590
-759,-895,938
-819,481,-606
565,-551,-270
488,500,449
-717,-888,849
-845,-750,-765
-668,491,-738
593,653,-614
609,576,394
-867,-806,-655
739,693,-616
-858,770,480
-841,-652,-674

--- scanner 23 ---
295,561,-302
-624,-580,-818
704,-540,-519
-713,657,-532
714,619,674
-667,-620,-650
-609,-575,615
320,561,-443
459,-616,632
715,723,570
-772,665,678
-698,545,764
-669,510,-473
-436,-559,675
248,462,-370
-810,-554,-737
723,513,623
-531,-664,620
590,-596,-573
521,-724,589
599,-599,-589
-36,-9,37
-916,593,738
549,-739,636
-689,417,-523

--- scanner 24 ---
-901,-836,-721
501,-702,-661
-147,-65,-100
-778,-809,-775
681,-589,375
-866,453,503
-813,-822,-714
15,-149,-23
419,818,-707
721,291,770
759,460,788
-647,-836,604
693,-672,-620
-438,348,-845
698,-561,354
649,-521,307
411,637,-674
680,-685,-755
-839,610,403
657,487,740
-443,550,-780
-852,553,420
536,703,-760
-448,465,-718
-542,-853,587
-651,-878,611

--- scanner 25 ---
709,-391,-314
465,673,559
550,-429,507
-788,-828,911
-727,-675,-806
431,330,-492
714,-488,448
-94,-82,102
-845,-868,781
22,33,-55
773,-553,-269
-710,-711,-660
-775,421,511
359,593,656
-845,396,-782
529,-400,426
-753,503,541
498,413,-373
-754,-695,-812
-820,433,-756
518,259,-426
-799,373,527
553,552,636
-850,-810,818
-721,268,-763
671,-463,-280

--- scanner 26 ---
35,14,-30
795,712,634
-496,-457,-634
-438,-512,622
911,721,793
-360,477,-699
-600,-533,723
930,605,645
-472,-593,-650
820,758,-304
-541,844,784
773,-381,509
-588,-558,696
-346,465,-870
830,-351,624
902,674,-355
806,-438,685
358,-472,-529
-539,938,768
-350,457,-628
-489,-492,-756
-631,958,826
505,-444,-644
813,598,-383
-28,144,95
383,-384,-658

--- scanner 27 ---
521,-669,538
688,752,-381
-647,-313,847
762,-675,-450
818,723,-513
-36,-76,57
-356,-876,-753
528,-635,740
681,-760,-394
-317,453,-441
517,-647,592
-681,497,766
484,584,600
604,596,457
-613,-439,740
896,754,-370
647,-702,-334
-546,-368,776
69,68,-61
-746,639,788
-356,496,-463
-414,-735,-742
-739,561,775
-377,-781,-809
-279,503,-519
596,533,569

--- scanner 28 ---
720,924,-448
724,810,-397
-385,561,-448
-630,741,525
-596,-473,973
496,-737,551
544,550,600
75,125,153
-631,-586,-569
-624,-588,826
706,-606,-451
695,560,468
-684,-602,948
622,587,573
699,767,-418
-391,415,-522
754,-596,-551
-717,680,501
518,-681,441
-651,-695,-406
622,-512,-536
-711,-713,-554
-364,584,-564
-687,565,558
522,-583,532

--- scanner 29 ---
-823,470,453
-709,512,543
-386,635,-644
788,630,-624
-565,729,-627
647,674,646
803,-625,648
851,-609,672
631,-480,-486
-424,-445,512
721,-595,626
551,-577,-592
-575,-445,-749
-334,-481,349
641,579,-585
88,46,-17
668,573,484
-668,-550,-800
-373,770,-657
-335,-379,537
779,586,-627
672,-500,-680
-545,-498,-756
30,194,-138
693,600,496
-803,528,545

--- scanner 30 ---
-778,664,828
1,-110,-8
244,-560,-500
248,710,-712
-491,-657,-314
301,-464,837
-487,-619,-235
398,724,536
340,865,525
-689,755,-559
-713,515,-550
-541,-612,-271
320,611,-639
242,-420,-545
-834,-734,765
-704,-763,897
263,-514,759
-143,-71,135
361,770,469
-669,662,-609
340,-507,815
236,-418,-508
295,611,-780
-663,691,944
-912,-765,908
-697,749,884

--- scanner 31 ---
940,572,696
-608,-545,562
-507,-439,579
68,30,107
-472,-561,586
-510,332,533
-487,-666,-268
462,-496,450
659,-840,-812
-399,-537,-293
583,-812,-723
805,432,-753
450,-325,436
743,-891,-730
-800,725,-637
758,427,-791
-675,312,516
442,-567,440
827,436,709
-459,-551,-415
-787,691,-627
-26,-37,-36
916,394,-755
-630,369,673
-773,623,-534
856,518,651

--- scanner 32 ---
455,509,-890
-779,-433,511
-465,299,387
443,677,651
-590,309,-781
409,463,-757
536,-899,-640
538,690,777
-562,228,-625
136,-163,-58
750,-510,589
-17,-14,-89
412,662,711
-673,-460,592
724,-950,-584
-437,-561,-789
-498,277,-744
449,548,-785
-512,356,535
-462,283,638
699,-462,652
753,-907,-644
-419,-482,-769
-627,-472,557
-399,-483,-864
851,-426,549
